"ymd","ym","dow","toy","timeCount","tod","load","tempMax","temp95Max","tempMin","temp95Min","todFrom1","peak24","tod24","matTem.1","matTem.2","matTem.3","matTem.4","matTem.5","matTem.6","matTem.7","matTem.8","matTem.9","matTem.10","matTem.11","matTem.12","matTem.13","matTem.14","matTem.15","matTem.16","matTem.17","matTem.18","matTem.19","matTem.20","matTem.21","matTem.22","matTem.23","matTem.24","matTem.25","matTem.26","matTem.27","matTem.28","matTem.29","matTem.30","matTem.31","matTem.32","matTem.33","matTem.34","matTem.35","matTem.36","matTem.37","matTem.38","matTem.39","matTem.40","matTem.41","matTem.42","matTem.43","matTem.44","matTem.45","matTem.46","matTem.47","matTem.48","matTem95.1","matTem95.2","matTem95.3","matTem95.4","matTem95.5","matTem95.6","matTem95.7","matTem95.8","matTem95.9","matTem95.10","matTem95.11","matTem95.12","matTem95.13","matTem95.14","matTem95.15","matTem95.16","matTem95.17","matTem95.18","matTem95.19","matTem95.20","matTem95.21","matTem95.22","matTem95.23","matTem95.24","matTem95.25","matTem95.26","matTem95.27","matTem95.28","matTem95.29","matTem95.30","matTem95.31","matTem95.32","matTem95.33","matTem95.34","matTem95.35","matTem95.36","matTem95.37","matTem95.38","matTem95.39","matTem95.40","matTem95.41","matTem95.42","matTem95.43","matTem95.44","matTem95.45","matTem95.46","matTem95.47","matTem95.48","matInt.1","matInt.2","matInt.3","matInt.4","matInt.5","matInt.6","matInt.7","matInt.8","matInt.9","matInt.10","matInt.11","matInt.12","matInt.13","matInt.14","matInt.15","matInt.16","matInt.17","matInt.18","matInt.19","matInt.20","matInt.21","matInt.22","matInt.23","matInt.24","matInt.25","matInt.26","matInt.27","matInt.28","matInt.29","matInt.30","matInt.31","matInt.32","matInt.33","matInt.34","matInt.35","matInt.36","matInt.37","matInt.38","matInt.39","matInt.40","matInt.41","matInt.42","matInt.43","matInt.44","matInt.45","matInt.46","matInt.47","matInt.48","matLag.1","matLag.2","matLag.3","matLag.4","matLag.5","matLag.6","matLag.7","matLag.8","matLag.9","matLag.10","matLag.11","matLag.12","matLag.13","matLag.14","matLag.15","matLag.16","matLag.17","matLag.18","matLag.19","matLag.20","matLag.21","matLag.22","matLag.23","matLag.24","matLag.25","matLag.26","matLag.27","matLag.28","matLag.29","matLag.30","matLag.31","matLag.32","matLag.33","matLag.34","matLag.35","matLag.36","matLag.37","matLag.38","matLag.39","matLag.40","matLag.41","matLag.42","matLag.43","matLag.44","matLag.45","matLag.46","matLag.47","matLag.48"
2012-06-28,"2012-6","4",0.48909888,1340834400,33,5.520778,25.5156684,22.01723600,16.69867126,18.16744507,34,5.370940,33,17.7703468595,17.2342494882,16.7774994924,16.6986712616,16.7871575955,16.8064201176,17.0232501626,17.0967845959,17.0656703550,17.0447200887,16.9923408968,17.0051254450,17.0553422553,17.1664375218,17.4299362968,17.8479702814,18.3007457490,18.7803971233,19.1886714360,19.5846108415,20.1693318221,20.7757131688,21.2286948589,21.7440073325,22.1409001144,22.9073825051,23.7754976870,24.2306972711,24.5710676479,24.6099619500,24.5887321050,24.5719122171,24.7262777747,25.2178344456,25.5156683789,25.3796372568,25.0830490009,24.9202480986,24.5806640448,23.5413043853,22.3388825189,21.5143438457,20.8072059962,19.8357919810,18.9506233224,18.2610603674,17.5993530545,16.7408370551, 1.938929e+01, 1.928154e+01, 1.915634e+01, 1.903345e+01, 1.892114e+01, 1.881540e+01, 1.872580e+01, 1.864435e+01, 1.856541e+01, 1.848938e+01, 1.841453e+01, 1.834406e+01, 1.827962e+01, 1.822396e+01, 1.818426e+01, 1.816745e+01, 1.817411e+01, 1.820442e+01, 1.825364e+01, 1.832019e+01, 1.841264e+01, 1.853080e+01, 1.866569e+01, 1.881961e+01, 1.898567e+01, 1.918176e+01, 1.941144e+01, 1.965241e+01, 1.989834e+01, 2.013392e+01, 2.035666e+01, 2.056742e+01, 2.077537e+01, 2.099749e+01, 2.122340e+01, 2.143121e+01, 2.161380e+01, 2.177913e+01, 2.191920e+01, 2.200031e+01, 2.201724e+01, 2.199209e+01, 2.193285e+01, 2.182799e+01, 2.168413e+01, 2.151297e+01, 2.131729e+01, 2.108847e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.459654,3.351540,3.298533,3.266912,3.207082,3.168638,3.141085,3.118911,3.121010,3.048715,3.079680,3.201440,3.587712,3.993140,4.489232,4.805440,5.000282,5.084385,5.203521,5.231992,5.254560,5.300482,5.337089,5.351522,5.363068,5.322656,5.290511,5.263351,5.261514,5.232124,5.204833,5.247344,5.311504,5.370940,5.369103,5.275684,5.169276,5.053945,4.954097,4.861071,4.745085,4.679875,4.579371,4.576222,4.489626,4.321813,3.992878,3.727447
2012-06-29,"2012-6","5",0.49183127,1340920800,24,5.251936,20.2343448,20.84079833,14.05216827,17.06035077,25,5.520778,33,16.1350584830,15.7691130736,15.4352762239,15.0018008719,14.6607997081,14.3814109695,14.1774892434,14.2060524863,14.1415422165,14.0645769326,14.0521682707,14.1209212955,14.1957486715,14.2882351197,14.5988586445,14.8913500250,15.0640530156,15.3253293685,15.7063907165,16.2323931325,16.6031680167,16.9608871100,17.2194851472,17.1646739411,17.2637579151,17.3752286808,17.4010562665,17.3233442774,17.3611580059,18.4452020995,19.5637362578,19.6965659149,19.6039712824,19.9259159816,20.2343448239,19.5902074954,18.7860429029,18.4984975459,18.4365446338,18.1351008635,17.7631831984,17.7713211179,17.7188914559,17.4770855000,17.1178947729,16.8055679964,16.6192337034,16.4681126539, 2.084080e+01, 2.058721e+01, 2.032962e+01, 2.006323e+01, 1.979311e+01, 1.952252e+01, 1.925527e+01, 1.900281e+01, 1.875974e+01, 1.852499e+01, 1.830135e+01, 1.809232e+01, 1.789750e+01, 1.771703e+01, 1.756112e+01, 1.742764e+01, 1.730946e+01, 1.721025e+01, 1.713506e+01, 1.708992e+01, 1.706559e+01, 1.706035e+01, 1.706831e+01, 1.707313e+01, 1.708266e+01, 1.709729e+01, 1.711247e+01, 1.712302e+01, 1.713492e+01, 1.720044e+01, 1.731860e+01, 1.743750e+01, 1.754583e+01, 1.766483e+01, 1.779331e+01, 1.788315e+01, 1.792830e+01, 1.795681e+01, 1.798079e+01, 1.798851e+01, 1.797724e+01, 1.796695e+01, 1.795454e+01, 1.793067e+01, 1.789003e+01, 1.783581e+01, 1.777498e+01, 1.770964e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.491013,3.383817,3.330809,3.287905,3.215479,3.159454,3.121666,3.137149,3.135443,3.065903,3.108808,3.235029,3.597159,3.966636,4.460760,4.774606,5.007236,5.091995,5.248787,5.345880,5.389178,5.400986,5.403086,5.443760,5.464097,5.448614,5.419224,5.427621,5.425128,5.400724,5.380781,5.414501,5.469345,5.520778,5.457405,5.362412,5.247081,5.117712,4.989916,4.840472,4.714907,4.626868,4.517179,4.506289,4.488707,4.269199,3.980544,3.690315
2012-06-30,"2012-6","6",0.49456367,1341007200,22,4.535023,19.1610401,17.64791854,13.47418537,16.10682262,23,5.251936,24,16.4752868656,16.2254514855,15.8021512131,15.7780647698,15.7289232596,15.7404617799,15.6924405202,15.4587668080,15.1754608014,14.9484207776,14.7883481497,14.5979470383,14.6148858994,14.8164962135,14.9768623840,14.9329127585,15.0498137564,15.3104678237,15.4983238199,15.4069370277,15.4370968001,16.1022648326,17.0788370309,17.7334362139,18.0052928723,18.5519423161,19.0267927691,19.1610401368,19.1223938291,18.9384465485,18.7318777811,18.7388753365,18.9757579544,18.9401986460,18.5901295708,18.6890415646,18.7059277199,18.3035908013,17.7833109187,17.2790379630,16.7467482922,16.2810481673,15.8213971940,15.3495016128,14.8909205882,14.4086675368,13.8371845121,13.4741853708, 1.764792e+01, 1.757680e+01, 1.748806e+01, 1.740256e+01, 1.731888e+01, 1.723996e+01, 1.716258e+01, 1.707739e+01, 1.698230e+01, 1.688060e+01, 1.677599e+01, 1.666709e+01, 1.656448e+01, 1.647708e+01, 1.640207e+01, 1.632861e+01, 1.626467e+01, 1.621696e+01, 1.618103e+01, 1.614232e+01, 1.610706e+01, 1.610682e+01, 1.615542e+01, 1.623432e+01, 1.632287e+01, 1.643433e+01, 1.656395e+01, 1.669380e+01, 1.681523e+01, 1.692139e+01, 1.701192e+01, 1.709827e+01, 1.719214e+01, 1.727954e+01, 1.734507e+01, 1.741227e+01, 1.747695e+01, 1.751829e+01, 1.753154e+01, 1.751891e+01, 1.748030e+01, 1.742034e+01, 1.734039e+01, 1.724085e+01, 1.712335e+01, 1.698762e+01, 1.683010e+01, 1.666230e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.485633,3.358888,3.287511,3.226631,3.168376,3.136493,3.104609,3.088077,3.044910,2.977470,3.017488,3.158929,3.494424,3.876498,4.332572,4.646811,4.857923,4.985324,5.087796,5.164421,5.176492,5.183184,5.215460,5.239865,5.251936,5.214017,5.134637,5.079137,5.030722,4.965512,4.924444,4.935990,4.997526,5.043842,5.040168,4.977058,4.879309,4.779592,4.692209,4.594591,4.490282,4.344511,4.293997,4.278646,4.223539,4.038275,3.827426,3.628386
2012-07-01,"2012-7","0",0.49729607,1341093600,24,4.418512,17.4846946,16.48612647,10.71257181,13.68819974,25,4.535023,22,13.1388027616,13.1573549525,13.1179672899,12.9095805608,12.9392988818,12.8908432976,12.7066401310,12.3427446484,11.9134681439,11.5507882313,11.2372005020,11.0726410633,10.8385674521,10.7125718062,10.7605558678,11.1403176298,11.7494856630,12.2781195096,12.7960453269,13.2002422287,13.7486455742,14.5425811496,15.0172281239,15.1009767426,15.0409681105,15.1391784354,15.4664177753,16.0041093276,16.2457285221,16.1460878416,15.8607341628,16.1524180469,16.6982365809,17.0426180742,17.1845251615,17.4402404346,17.4657773232,17.4846945891,17.4480693269,17.1969107227,16.9490221816,16.4471890940,15.9434740772,15.5661648105,15.2260433467,15.0094561776,14.7774745509,14.2963310896, 1.648613e+01, 1.631969e+01, 1.615960e+01, 1.599710e+01, 1.584421e+01, 1.569654e+01, 1.554705e+01, 1.538683e+01, 1.521316e+01, 1.503005e+01, 1.484040e+01, 1.465201e+01, 1.446134e+01, 1.427390e+01, 1.409824e+01, 1.395034e+01, 1.384030e+01, 1.376219e+01, 1.371388e+01, 1.368820e+01, 1.369122e+01, 1.373379e+01, 1.379796e+01, 1.386311e+01, 1.392201e+01, 1.398286e+01, 1.405704e+01, 1.415440e+01, 1.425896e+01, 1.435332e+01, 1.442869e+01, 1.451488e+01, 1.462404e+01, 1.474497e+01, 1.486695e+01, 1.499561e+01, 1.511912e+01, 1.523740e+01, 1.534793e+01, 1.544038e+01, 1.551582e+01, 1.556238e+01, 1.558144e+01, 1.558067e+01, 1.556294e+01, 1.553527e+01, 1.549738e+01, 1.543733e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.416094,3.257071,3.187401,3.126915,3.047797,2.976683,2.939683,2.914622,2.868175,2.774887,2.770951,2.837604,2.991772,3.163128,3.401792,3.655808,3.971753,4.200447,4.375082,4.454200,4.510225,4.517966,4.535023,4.519541,4.510356,4.479916,4.406178,4.339525,4.283763,4.215142,4.204514,4.203858,4.240727,4.302394,4.368522,4.361306,4.336508,4.273660,4.219603,4.112669,4.023974,3.934884,3.914810,3.929505,3.923207,3.817455,3.650297,3.435381
2012-07-02,"2012-7","1",0.50002846,1341180000,34,5.427753,17.1050007,15.64812855,12.65157749,14.22590057,35,4.418512,24,14.0658824917,13.9471927518,13.7884953611,13.6774498969,13.4792451015,13.4092583783,13.4345630604,13.4020399138,13.2443534502,13.1814060849,12.9451374033,12.6682444258,12.6515774877,12.9280135524,13.4027678470,13.7375002234,13.8664204253,14.1439514279,14.5850693734,15.0541651195,15.3342096268,15.2859340945,15.0217915684,14.7811243460,14.8220296276,15.3400358725,15.8983876780,16.2787130683,16.6881729971,17.0066327345,17.1050007281,16.7545518694,16.2467684638,15.9286945747,16.0323168655,16.3346559666,16.4672267895,16.3786336005,16.2155092640,16.3300897128,16.5223223606,16.2422183769,16.0064470108,16.0017823663,16.0030374883,15.9555190876,15.8711834869,15.5826638614, 1.536875e+01, 1.529768e+01, 1.522222e+01, 1.514498e+01, 1.506169e+01, 1.497907e+01, 1.490185e+01, 1.482685e+01, 1.474773e+01, 1.466941e+01, 1.458320e+01, 1.448745e+01, 1.439566e+01, 1.432228e+01, 1.427630e+01, 1.424936e+01, 1.423021e+01, 1.422590e+01, 1.424386e+01, 1.428437e+01, 1.433687e+01, 1.438432e+01, 1.441619e+01, 1.443444e+01, 1.445382e+01, 1.449813e+01, 1.456814e+01, 1.465367e+01, 1.475540e+01, 1.486796e+01, 1.497981e+01, 1.506855e+01, 1.512746e+01, 1.516752e+01, 1.521076e+01, 1.526695e+01, 1.532697e+01, 1.537955e+01, 1.542135e+01, 1.546679e+01, 1.551956e+01, 1.555570e+01, 1.557823e+01, 1.559941e+01, 1.561959e+01, 1.563639e+01, 1.564813e+01, 1.564486e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.255497,3.132032,3.063017,2.987180,2.912654,2.848494,2.807689,2.780923,2.730015,2.617439,2.594085,2.616127,2.702199,2.817529,2.974846,3.160766,3.396413,3.633765,3.856161,4.023449,4.193755,4.261851,4.336770,4.392664,4.418512,4.414051,4.349104,4.295046,4.230099,4.177485,4.181290,4.208581,4.239415,4.278777,4.321681,4.324830,4.321157,4.262245,4.250043,4.172500,4.098893,4.068584,4.023186,4.030140,4.048378,3.823884,3.550449,3.325036
2012-07-03,"2012-7","2",0.50276086,1341266400,34,5.425784,18.6009717,16.92399129,14.74880271,15.30869144,35,5.427753,34,15.3492117963,15.2755216546,15.1750505356,15.0940298925,15.1002065445,15.1348045947,15.0858726291,15.0543142193,14.9264537662,14.8846390068,14.8058627644,14.7488027099,14.7835540899,14.9424264974,15.2659030392,15.3686906869,15.3290473659,15.4360799381,15.6626827167,15.9753534059,16.2644119088,16.5067491586,16.8187281229,17.0821283475,17.3282598462,17.5473272851,17.8239854722,17.9021532355,17.8323358439,17.9693464878,18.2001506988,18.5048599883,18.6009716781,18.2001376561,17.7486085086,17.5213104639,17.4722272280,17.6665782340,17.7426872667,17.5395094377,17.3173094186,17.3230081037,17.2100852051,16.9267516644,16.8494057853,16.9526476015,17.0393392439,16.8954353332, 1.563007e+01, 1.561235e+01, 1.559048e+01, 1.556566e+01, 1.554239e+01, 1.552201e+01, 1.550020e+01, 1.547791e+01, 1.545033e+01, 1.542205e+01, 1.539124e+01, 1.535912e+01, 1.533034e+01, 1.531094e+01, 1.530869e+01, 1.531169e+01, 1.531256e+01, 1.531874e+01, 1.533593e+01, 1.536790e+01, 1.541273e+01, 1.546743e+01, 1.553499e+01, 1.561235e+01, 1.569815e+01, 1.579061e+01, 1.589228e+01, 1.599277e+01, 1.608475e+01, 1.617898e+01, 1.628004e+01, 1.639128e+01, 1.650176e+01, 1.658668e+01, 1.664478e+01, 1.668860e+01, 1.672778e+01, 1.677472e+01, 1.682312e+01, 1.685894e+01, 1.688186e+01, 1.690392e+01, 1.691923e+01, 1.691960e+01, 1.691609e+01, 1.691792e+01, 1.692399e+01, 1.692256e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.130195,3.050159,3.021818,2.998463,2.953984,2.921314,2.888250,2.885757,2.875260,2.824877,2.882739,2.982719,3.356526,3.759068,4.241121,4.607974,4.827220,4.921164,5.061555,5.131751,5.181872,5.216510,5.245900,5.270174,5.303106,5.302188,5.269911,5.244195,5.212705,5.178198,5.172687,5.226088,5.317145,5.388784,5.427753,5.367398,5.244195,5.150776,5.048828,4.953441,4.834437,4.733145,4.640251,4.550506,4.414313,4.161609,3.868625,3.602013
2012-07-04,"2012-7","3",0.50549325,1341352800,33,5.385766,20.8153080,18.69710030,15.76827821,16.36914468,34,5.425784,34,16.5794122857,16.5186913248,16.5511370399,16.4120706058,16.1740597539,16.2022146413,16.2118656842,15.9529144242,15.8478423730,15.7752391873,15.7682782135,15.7800450290,15.7867998137,15.8443889382,15.8808344909,15.8547274259,15.8462653903,16.0755569716,16.3908617969,16.6332119175,16.8797975478,17.1384380223,17.4650312119,17.8441036802,18.2203748081,18.4578363363,18.4464542009,18.5269090701,18.9064020906,19.5829642288,19.9301610545,20.4286460593,20.7541792979,20.5602653931,20.6038872844,20.6305294340,20.5713616430,20.8153079862,20.7176745397,20.2767345044,20.0757754365,19.6637140678,19.3462156017,19.0696959367,18.8178525191,18.6087311245,18.3397059958,18.0392666015, 1.690541e+01, 1.688607e+01, 1.686932e+01, 1.684646e+01, 1.681284e+01, 1.678231e+01, 1.675379e+01, 1.671374e+01, 1.667045e+01, 1.662569e+01, 1.658282e+01, 1.654268e+01, 1.650489e+01, 1.647186e+01, 1.644231e+01, 1.641293e+01, 1.638460e+01, 1.636914e+01, 1.637023e+01, 1.638338e+01, 1.640820e+01, 1.644471e+01, 1.649573e+01, 1.656315e+01, 1.664601e+01, 1.673660e+01, 1.682209e+01, 1.690733e+01, 1.700729e+01, 1.713607e+01, 1.727578e+01, 1.743342e+01, 1.759946e+01, 1.774750e+01, 1.789032e+01, 1.802733e+01, 1.815453e+01, 1.828757e+01, 1.840907e+01, 1.850246e+01, 1.858112e+01, 1.863525e+01, 1.867080e+01, 1.869074e+01, 1.869710e+01, 1.869268e+01, 1.867503e+01, 1.864324e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.396019,3.283050,3.243557,3.202358,3.142003,3.104085,3.080467,3.085453,3.056194,3.027066,3.073251,3.189894,3.529456,3.906150,4.391614,4.685648,4.911324,5.009597,5.129783,5.193024,5.234485,5.261251,5.284081,5.316489,5.342075,5.337876,5.312816,5.266762,5.260202,5.221233,5.198141,5.238290,5.336564,5.408465,5.425784,5.353096,5.256003,5.167832,5.064179,4.948455,4.870650,4.739837,4.702836,4.611385,4.462860,4.195067,3.888831,3.637964
2012-07-05,"2012-7","4",0.50822565,1341439200,33,5.299957,22.0218907,19.39447367,14.88294266,16.75655144,34,5.385766,33,17.7506017952,17.4870424498,17.2546721717,17.0184324637,16.7702921227,16.4539337575,16.1846016538,15.9340326361,15.5470425682,15.2133311419,15.0222528222,15.0216855350,15.0659919199,15.0172880157,14.8829426636,14.8959195738,15.1210648723,15.2721240206,15.6106431899,16.2307919768,16.9820537103,17.6221531733,18.0889323959,18.3839153304,18.7275280431,19.3240131951,19.8034079513,20.1383052297,20.4628460538,20.8416050615,21.1459737954,21.7033868254,21.8593717691,21.7719741311,21.6091354900,21.7279918782,22.0218906589,21.9344824318,21.6445357615,21.1677996010,20.5543051570,19.7371367281,19.3850523324,18.9738753709,18.5559172646,18.3103734900,18.0000912092,17.7121169487, 1.859861e+01, 1.854303e+01, 1.847862e+01, 1.840561e+01, 1.832384e+01, 1.823035e+01, 1.812806e+01, 1.801836e+01, 1.789479e+01, 1.776072e+01, 1.762380e+01, 1.749369e+01, 1.737230e+01, 1.725455e+01, 1.713597e+01, 1.702397e+01, 1.692883e+01, 1.684599e+01, 1.678422e+01, 1.675655e+01, 1.676783e+01, 1.681054e+01, 1.687446e+01, 1.694994e+01, 1.703881e+01, 1.715307e+01, 1.728559e+01, 1.742823e+01, 1.757996e+01, 1.774304e+01, 1.791319e+01, 1.810270e+01, 1.829053e+01, 1.846460e+01, 1.862183e+01, 1.877714e+01, 1.893938e+01, 1.908913e+01, 1.921690e+01, 1.931445e+01, 1.937644e+01, 1.939447e+01, 1.939400e+01, 1.937300e+01, 1.933214e+01, 1.928105e+01, 1.921701e+01, 1.914176e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.418718,3.305880,3.262451,3.220334,3.161422,3.116943,3.094900,3.084141,3.072333,3.036776,3.070233,3.188713,3.527882,3.925044,4.412476,4.732095,4.955540,5.030590,5.153268,5.224382,5.247606,5.279096,5.318720,5.356245,5.365823,5.333546,5.312291,5.279489,5.259283,5.222021,5.206276,5.260202,5.317014,5.385766,5.364249,5.259021,5.155237,5.046073,4.959345,4.852805,4.736819,4.608761,4.591048,4.538566,4.452625,4.222358,3.911792,3.630879
2012-07-06,"2012-7","5",0.51095805,1341525600,24,5.338270,17.9054497,19.05388022,14.87888918,16.57966392,25,5.299957,33,17.3841400840,17.1264813951,16.9411749402,16.7942204224,16.7249972609,16.7288623258,16.5825477679,16.3298380893,16.1821391631,15.9527435558,15.6883497865,15.5763503394,15.3653981702,15.0962472660,14.9627707074,15.1264481099,15.4549024175,15.4716704640,15.4592925408,15.4823096249,15.4326837856,15.2901999475,15.3354158789,15.5550147769,16.0688450421,16.5237477044,16.5403300115,16.2687044043,16.0312066239,16.0424432743,16.3292138308,16.7684317358,17.1766945956,17.6423535408,17.9054497041,17.6888226324,17.4341115931,17.5612960662,17.6812314928,17.7157620025,17.4211207177,16.9280869795,16.5664789350,16.3290741696,16.0733762486,15.4625988375,14.9858667944,14.8788891836, 1.905388e+01, 1.895751e+01, 1.885669e+01, 1.875357e+01, 1.865214e+01, 1.855598e+01, 1.845731e+01, 1.835093e+01, 1.824249e+01, 1.812801e+01, 1.800602e+01, 1.788454e+01, 1.775858e+01, 1.762547e+01, 1.749233e+01, 1.737404e+01, 1.727808e+01, 1.718776e+01, 1.710134e+01, 1.702038e+01, 1.694100e+01, 1.685846e+01, 1.678231e+01, 1.672094e+01, 1.668834e+01, 1.668011e+01, 1.667312e+01, 1.665290e+01, 1.662181e+01, 1.659285e+01, 1.657966e+01, 1.658910e+01, 1.661848e+01, 1.666968e+01, 1.673146e+01, 1.677933e+01, 1.681207e+01, 1.684953e+01, 1.689112e+01, 1.693235e+01, 1.695679e+01, 1.695535e+01, 1.693591e+01, 1.690557e+01, 1.686396e+01, 1.679389e+01, 1.670349e+01, 1.661226e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.400218,3.290398,3.237784,3.197766,3.140954,3.093457,3.065116,3.056063,3.042942,2.979963,3.021949,3.129145,3.482878,3.857341,4.350416,4.661244,4.881671,4.992540,5.090027,5.137130,5.158123,5.200109,5.232255,5.264269,5.273716,5.239209,5.216379,5.190006,5.170194,5.159042,5.147233,5.180035,5.246032,5.299957,5.279752,5.190662,5.067197,4.984537,4.866582,4.779855,4.655208,4.555754,4.553655,4.531349,4.430714,4.198610,3.899327,3.643081
2012-07-07,"2012-7","6",0.51369044,1341612000,22,4.609549,18.5838614,16.61391850,13.32965005,14.95367393,23,5.338270,24,14.8567066779,14.7332978057,14.4820861782,14.1314359996,14.0179115555,13.9508080457,13.9363006368,13.7909693659,13.5644736820,13.4898887050,13.4356579307,13.3443700935,13.3296500497,13.3881902331,13.5154965600,13.6778274511,14.0880785882,14.6597959894,15.2799091923,15.5897269599,15.8168971361,16.0800091457,16.2093871758,16.6408062391,16.9616981784,17.3082564587,17.6121036325,17.9299797213,17.8809185663,17.6826200910,17.2218115936,17.0362918967,17.4562686081,18.0968347284,18.5838613827,18.2924266597,17.8084333226,17.6132823177,17.5267964163,17.3124307280,17.0183712985,16.5842973746,16.1802346426,16.0587417475,16.0084423851,15.5253672796,14.9531789619,14.6101821035, 1.652448e+01, 1.643492e+01, 1.633728e+01, 1.622699e+01, 1.611653e+01, 1.600825e+01, 1.590465e+01, 1.579897e+01, 1.568724e+01, 1.557737e+01, 1.547029e+01, 1.536399e+01, 1.526228e+01, 1.516857e+01, 1.508592e+01, 1.501551e+01, 1.496914e+01, 1.495367e+01, 1.496999e+01, 1.500097e+01, 1.504177e+01, 1.509368e+01, 1.514947e+01, 1.522403e+01, 1.531092e+01, 1.541078e+01, 1.552085e+01, 1.564131e+01, 1.575329e+01, 1.584975e+01, 1.591836e+01, 1.597425e+01, 1.604835e+01, 1.615078e+01, 1.627243e+01, 1.637343e+01, 1.644518e+01, 1.650359e+01, 1.655475e+01, 1.659263e+01, 1.661392e+01, 1.661244e+01, 1.659083e+01, 1.656422e+01, 1.653643e+01, 1.648588e+01, 1.640925e+01, 1.631929e+01, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,3.402973,3.291710,3.240933,3.189762,3.136886,3.089783,3.058950,3.056719,3.042942,3.008173,3.033627,3.153812,3.469232,3.856948,4.320894,4.641038,4.885738,4.999101,5.138180,5.207588,5.219659,5.248393,5.277783,5.325411,5.338270,5.310585,5.269517,5.228712,5.162847,5.140017,5.086484,5.130439,5.198666,5.235273,5.238422,5.151169,5.035707,4.903320,4.818692,4.704411,4.551162,4.438849,4.397912,4.370753,4.293078,4.099024,3.838316,3.628255
